id,company_name,website,prior_status,prior_score,prior_category,new_score,recommended_category,outreach_tone,reasoning,suggested_status
"131","SPECTRUM INTERNATIONAL, INCORPORATED","","disqualified","2","sales","4","relationship_building","low-touch, exploratory","Government contractor status alone is the primary signal; 'SPECTRUM INTERNATIONAL' is vague on industry and CAROL AGAYOFF is reachable, but too little is known to pitch directly.","qualified"
"132","SCOPE INFOTECH INC","","disqualified","2","sales","4","relationship_building","low-touch, exploratory","Tech-sounding name and government registration suggest possible IT/services background, but without org type clarity or defense signals, this is an explore-gently lead.","qualified"
"133","IRONVISION LLC","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB, VOSB, SDVOSB designations are strong signals of defense-space SMB; missing CMMC detail does not reduce fit given government contractor status and small-biz certifications.","qualified"
"134","NETSEA TECHNOLOGIES, LLC","","disqualified","2","sales","4","relationship_building","low-touch, exploratory","Generic tech-sounding name offers no clear defense tie; government contractor registration is the only positive signal without more context.","qualified"
"135","ROBINSON CONSULTING GROUP, L.L.C.","","disqualified","2","sales","3","relationship_building","low-touch, exploratory","Consulting firms are generalists; no indication this one serves defense or government buyers; government registration alone insufficient to justify direct pitch.","disqualified"
"136","PRECISION MANAGEMENT SOLUTIONS LLC","","disqualified","2","sales","5","sales","soft intro, compliance value prop","WOSB designation and 'MANAGEMENT SOLUTIONS' hint at business-services relevance; government contractor status supports fit, but org type remains unclear.","qualified"
"137","AMERICAN MANAGEMENT TECHNOLOGIES, INC","","disqualified","2","sales","3","relationship_building","low-touch, exploratory","Generic 'MANAGEMENT TECHNOLOGIES' name and absent org type provide no defense signal beyond bare contractor registration; too little to qualify for direct sales pitch.","disqualified"
"138","ADVANTECH, INC","","disqualified","3","sales","4","relationship_building","low-touch, exploratory","Tech-adjacent name and government registration noted, but 'ADVANTECH' is too common/vague; no clear defense or CMMC-relevant signal to warrant direct outreach.","qualified"
"139","FORDHALL TECHNOLOGY SOLUTIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB certifications and 'TECHNOLOGY SOLUTIONS' name align with defense SMB profile; missing CMMC level is not disqualifying given strong ownership signals.","qualified"
"140","ISSCONN LLC","","disqualified","2","sales","6","sales","direct compliance pitch","VOSB/SDVOSB certifications and ISSA CONNELL as named contact (possibly founder) signal defense-focused SMB; government registration + ownership marks make this a solid prospect despite missing employee count.","qualified"
"141","CYBER SOLUTIONS ENGINEERING, LLC","","disqualified","2","sales","5","partnership","partner/co-sell pitch","'CYBER SOLUTIONS ENGINEERING' name suggests IT/security expertise; likely services firm or consultant who could refer clients or co-sell compliance monitoring.","qualified"
"142","SETT SOLUTIONS, INC","","disqualified","2","sales","4","relationship_building","low-touch, exploratory","Generic 'SOLUTIONS' name provides no clear industry signal; government contractor status alone insufficient without org type or defense tie.","qualified"
"143","X-CDI LLC","","disqualified","2","sales","3","relationship_building","low-touch, exploratory","Initials-based company name offers no industry clarity; government registration is the only positive signal, insufficient to justify sales outreach.","disqualified"
"144","NORTH STAR SERVICES GROUP LLC","","disqualified","2","sales","3","relationship_building","low-touch, exploratory","Generic services name with no defense signal; government contractor status alone does not warrant direct pitch.","disqualified"
"145","MYJEN CONSULTING LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB certifications and consulting name suggest defense SMB relevance; MICHAEL JENKINS is named contact in government contractor database, making this a solid sales target.","qualified"
"146","FEMDEL LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) and HUBZone certifications signal disadvantaged business serving federal contracts; government contractor + small-biz marks are strong Sentinel fit indicators.","qualified"
"147","ADVENTURE TECHNOLOGY SERVICES LLC","","disqualified","2","sales","4","relationship_building","low-touch, exploratory","'ADVENTURE TECHNOLOGY SERVICES' is vague on industry; government registration noted, but no clear defense tie justifies holding off direct pitch.","qualified"
"148","EMI, LLC","","disqualified","2","sales","3","relationship_building","low-touch, exploratory","Initials-based firm name and no org type detail provide no industry signal; government registration alone insufficient.","disqualified"
"149","TECHNICAL FRONTIERS, INC.","","disqualified","2","sales","4","relationship_building","low-touch, exploratory","'TECHNICAL FRONTIERS' sounds tech-adjacent but remains vague; government contractor status does not clarify defense relevance.","qualified"
"150","N4 SOLUTIONS, LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) certification and FRANKLIN LEQUANG as named contact in government contractor database signal SMB defense potential; small-business designation supports Sentinel fit.","qualified"
"151","CYBERN CONSULTING GROUP, LLC","","disqualified","3","sales","5","partnership","partner/co-sell pitch","'CYBERN CONSULTING' and cyber-focused name suggest potential IT security/compliance consultant; could be referral or partnership fit rather than direct buyer.","qualified"
"152","ANCILLA TECHNOLOGIES & SERVICES INC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB certifications and 'TECHNOLOGIES & SERVICES' name align with defense SMB profile; government contractor status + veteran/minority marks indicate solid Sentinel prospect.","qualified"
"154","RJ IT SOLUTIONS, INC.","","disqualified","3","sales","5","sales","soft intro, compliance value prop","'IT SOLUTIONS' and government contractor registration suggest potential IT services SMB; no org type specified, but name and database membership warrant cautious sales outreach.","qualified"
"155","BRAXTON-GRANT TECHNOLOGIES INC","","disqualified","2","sales","4","relationship_building","low-touch, exploratory","Generic tech name and no visible org type or defense signal; government contractor registration alone insufficient for direct pitch.","qualified"
"156","ELA CONSULTING INC","","disqualified","3","sales","5","relationship_building","soft intro, discovery call","Government contractor with named contact (Anurag Mehta), but 'Consulting' is broad and no defense/CMMC signals visible; worth a low-pressure discovery conversation.","qualified"
"157","ASHAEL TEK SOLUTIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB certification and government contractor status suggest small-business defense relevance; Tiffany Metzger as contact makes direct outreach viable.","qualified"
"158","GB ENTERPRISE NETWORK SOLUTION INC","","disqualified","2","sales","5","relationship_building","soft intro, discovery call","Network-solutions company name hints at IT services potential for compliance work, and Gary Bolton is reachable; explore whether they serve defense clients.","qualified"
"159","AVANT-GARDE ENGINEERING TECHNOLOGY, LLC","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","Engineering + Technology in name suggests potential defense relevance, but no org-type signals; Marcellus Major reachable but needs qualifying conversation first.","qualified"
"160","CLARK CREATIVE SOLUTIONS LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a), VOSB, and SDVOSB certifications are strong defense-subcontractor signals; Craig Wells is named contact — pitch Sentinel directly.","qualified"
